Unnamed: 0,timeend,valor,rio_id,lat,lon
213059,2021-11-18,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213060,2021-11-19,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213061,2021-11-20,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213062,2021-11-22,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213063,2021-11-23,1.33,9410-2823,-25.2677777777778,-65.2372222222222
213064,2021-11-24,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213065,2021-11-25,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213066,2021-11-27,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213067,2021-11-28,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213068,2021-11-29,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213069,2021-11-30,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213070,2021-12-01,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213071,2021-12-02,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213072,2021-12-04,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213073,2021-12-05,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213074,2021-12-06,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213075,2021-12-07,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213076,2021-12-08,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213077,2021-12-09,1.26,9410-2823,-25.2677777777778,-65.2372222222222
213078,2021-12-10,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213079,2021-12-11,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213080,2021-12-12,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213081,2021-12-13,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213082,2021-12-14,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213083,2021-12-15,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213084,2021-12-16,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213085,2021-12-17,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213086,2021-12-18,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213087,2021-12-19,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213088,2021-12-20,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213089,2021-12-21,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213090,2021-12-22,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213091,2021-12-23,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213092,2021-12-24,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213093,2021-12-25,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213094,2021-12-26,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213095,2021-12-27,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213096,2021-12-28,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213097,2021-12-29,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213098,2021-12-30,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213099,2021-12-31,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213100,2022-11-02,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213101,2022-11-03,1.45,9410-2823,-25.2677777777778,-65.2372222222222
213102,2022-11-04,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213103,2022-11-05,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213104,2022-11-06,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213105,2022-11-07,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213106,2022-11-08,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213107,2022-11-09,1.45,9410-2823,-25.2677777777778,-65.2372222222222
213108,2022-11-10,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213109,2022-11-11,1.44,9410-2823,-25.2677777777778,-65.2372222222222
213110,2022-11-12,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213111,2022-11-13,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213112,2022-11-14,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213113,2022-11-15,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213114,2022-11-16,1.45,9410-2823,-25.2677777777778,-65.2372222222222
213115,2022-11-17,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213116,2022-11-18,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213117,2022-11-19,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213118,2022-11-20,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213119,2022-11-21,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213120,2022-11-22,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213121,2022-11-23,1.47,9410-2823,-25.2677777777778,-65.2372222222222
213122,2022-11-24,1.44,9410-2823,-25.2677777777778,-65.2372222222222
213123,2022-11-25,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213124,2022-11-26,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213125,2022-11-27,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213126,2022-11-28,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213127,2022-11-29,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213128,2022-11-30,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213129,2022-12-01,1.44,9410-2823,-25.2677777777778,-65.2372222222222
213130,2022-12-02,1.45,9410-2823,-25.2677777777778,-65.2372222222222
213131,2022-12-03,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213132,2022-12-04,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213133,2022-12-05,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213134,2022-12-06,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213135,2022-12-07,1.46,9410-2823,-25.2677777777778,-65.2372222222222
213136,2022-12-08,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213137,2022-12-09,1.44,9410-2823,-25.2677777777778,-65.2372222222222
213138,2022-12-10,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213139,2022-12-11,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213140,2022-12-12,1.33,9410-2823,-25.2677777777778,-65.2372222222222
213141,2022-12-13,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213142,2022-12-14,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213143,2022-12-15,1.32,9410-2823,-25.2677777777778,-65.2372222222222
213144,2022-12-16,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213145,2022-12-17,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213146,2022-12-18,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213147,2022-12-19,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213148,2022-12-20,1.33,9410-2823,-25.2677777777778,-65.2372222222222
213149,2022-12-21,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213150,2022-12-22,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213151,2022-12-23,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213152,2022-12-24,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213153,2022-12-25,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213154,2022-12-26,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213155,2022-12-27,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213156,2022-12-28,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213157,2022-12-29,1.26,9410-2823,-25.2677777777778,-65.2372222222222
213158,2022-12-30,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213159,2022-12-31,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213160,2023-01-01,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213161,2023-01-02,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213162,2023-01-03,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213163,2023-01-04,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213164,2023-01-05,1.33,9410-2823,-25.2677777777778,-65.2372222222222
213165,2023-01-06,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213166,2023-01-07,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213167,2023-01-08,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213168,2023-01-09,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213169,2023-01-10,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213170,2023-01-11,1.47,9410-2823,-25.2677777777778,-65.2372222222222
213171,2023-01-12,1.45,9410-2823,-25.2677777777778,-65.2372222222222
213172,2023-01-13,1.46,9410-2823,-25.2677777777778,-65.2372222222222
213173,2023-01-14,1.46,9410-2823,-25.2677777777778,-65.2372222222222
213174,2023-01-15,1.48,9410-2823,-25.2677777777778,-65.2372222222222
213175,2023-01-16,1.46,9410-2823,-25.2677777777778,-65.2372222222222
213176,2023-01-17,1.46,9410-2823,-25.2677777777778,-65.2372222222222
213177,2023-01-18,1.45,9410-2823,-25.2677777777778,-65.2372222222222
213178,2023-01-19,1.5,9410-2823,-25.2677777777778,-65.2372222222222
213179,2023-01-20,1.46,9410-2823,-25.2677777777778,-65.2372222222222
213180,2023-01-21,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213181,2023-01-22,1.48,9410-2823,-25.2677777777778,-65.2372222222222
213182,2023-01-23,1.48,9410-2823,-25.2677777777778,-65.2372222222222
213183,2023-01-24,1.44,9410-2823,-25.2677777777778,-65.2372222222222
213184,2023-01-25,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213185,2023-01-26,1.45,9410-2823,-25.2677777777778,-65.2372222222222
213186,2023-01-27,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213187,2023-01-28,1.46,9410-2823,-25.2677777777778,-65.2372222222222
213188,2023-01-29,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213189,2023-01-30,1.44,9410-2823,-25.2677777777778,-65.2372222222222
213190,2023-01-31,1.44,9410-2823,-25.2677777777778,-65.2372222222222
213191,2023-02-01,1.47,9410-2823,-25.2677777777778,-65.2372222222222
213192,2023-02-02,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213193,2023-02-03,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213194,2023-02-04,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213195,2023-02-05,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213196,2023-02-06,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213197,2023-02-07,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213198,2023-02-08,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213199,2023-02-09,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213200,2023-02-10,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213201,2023-02-11,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213202,2023-02-12,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213203,2023-02-13,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213204,2023-02-14,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213205,2023-02-15,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213206,2023-02-16,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213207,2023-02-17,1.44,9410-2823,-25.2677777777778,-65.2372222222222
213208,2023-02-18,1.33,9410-2823,-25.2677777777778,-65.2372222222222
213209,2023-02-19,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213210,2023-02-20,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213211,2023-02-21,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213212,2023-02-22,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213213,2023-02-23,1.33,9410-2823,-25.2677777777778,-65.2372222222222
213214,2023-02-24,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213215,2023-02-25,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213216,2023-02-26,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213217,2023-02-27,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213218,2023-02-28,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213219,2023-03-01,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213220,2023-03-02,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213221,2023-03-03,1.33,9410-2823,-25.2677777777778,-65.2372222222222
213222,2023-03-04,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213223,2023-03-05,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213224,2023-03-06,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213225,2023-03-07,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213226,2023-03-08,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213227,2023-03-09,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213228,2023-03-10,1.32,9410-2823,-25.2677777777778,-65.2372222222222
213229,2023-03-11,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213230,2023-03-12,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213231,2023-03-13,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213232,2023-03-14,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213233,2023-03-15,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213234,2023-03-16,1.32,9410-2823,-25.2677777777778,-65.2372222222222
213235,2023-03-17,1.32,9410-2823,-25.2677777777778,-65.2372222222222
213236,2023-03-18,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213237,2023-03-19,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213238,2023-03-20,1.32,9410-2823,-25.2677777777778,-65.2372222222222
213239,2023-03-21,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213240,2023-03-22,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213241,2023-03-23,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213242,2023-03-24,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213243,2023-03-25,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213244,2023-03-26,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213245,2023-03-27,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213246,2023-03-28,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213247,2023-03-29,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213248,2023-03-30,1.26,9410-2823,-25.2677777777778,-65.2372222222222
213249,2023-03-31,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213250,2023-04-01,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213251,2023-04-02,1.33,9410-2823,-25.2677777777778,-65.2372222222222
213252,2023-04-03,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213253,2023-04-04,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213254,2023-04-05,1.32,9410-2823,-25.2677777777778,-65.2372222222222
213255,2023-04-06,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213256,2023-04-07,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213257,2023-04-08,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213258,2023-04-09,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213259,2023-04-10,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213260,2023-04-11,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213261,2023-04-12,1.24,9410-2823,-25.2677777777778,-65.2372222222222
213262,2023-04-13,1.24,9410-2823,-25.2677777777778,-65.2372222222222
213263,2023-04-14,1.24,9410-2823,-25.2677777777778,-65.2372222222222
213264,2023-04-15,1.25,9410-2823,-25.2677777777778,-65.2372222222222
213265,2023-04-16,1.26,9410-2823,-25.2677777777778,-65.2372222222222
213266,2023-04-17,1.26,9410-2823,-25.2677777777778,-65.2372222222222
213267,2023-04-18,1.26,9410-2823,-25.2677777777778,-65.2372222222222
213268,2023-04-19,1.24,9410-2823,-25.2677777777778,-65.2372222222222
213269,2023-04-20,1.25,9410-2823,-25.2677777777778,-65.2372222222222
213270,2023-04-21,1.25,9410-2823,-25.2677777777778,-65.2372222222222
213271,2023-04-22,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213272,2023-04-23,1.24,9410-2823,-25.2677777777778,-65.2372222222222
213273,2023-04-24,1.25,9410-2823,-25.2677777777778,-65.2372222222222
213274,2023-04-25,1.25,9410-2823,-25.2677777777778,-65.2372222222222
213275,2023-04-26,1.25,9410-2823,-25.2677777777778,-65.2372222222222
213276,2023-04-27,1.25,9410-2823,-25.2677777777778,-65.2372222222222
213277,2023-04-28,1.26,9410-2823,-25.2677777777778,-65.2372222222222
213278,2023-04-29,1.26,9410-2823,-25.2677777777778,-65.2372222222222
213279,2023-04-30,1.26,9410-2823,-25.2677777777778,-65.2372222222222
213280,2023-05-01,1.24,9410-2823,-25.2677777777778,-65.2372222222222
213281,2023-05-02,1.25,9410-2823,-25.2677777777778,-65.2372222222222
213282,2023-05-03,1.26,9410-2823,-25.2677777777778,-65.2372222222222
213283,2023-05-04,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213284,2023-05-05,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213285,2023-05-06,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213286,2023-05-07,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213287,2023-05-08,1.27,9410-2823,-25.2677777777778,-65.2372222222222
213288,2023-05-09,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213289,2023-05-10,1.32,9410-2823,-25.2677777777778,-65.2372222222222
213290,2023-05-11,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213291,2023-05-12,1.31,9410-2823,-25.2677777777778,-65.2372222222222
213292,2023-05-13,1.29,9410-2823,-25.2677777777778,-65.2372222222222
213293,2023-05-14,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213294,2023-05-15,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213295,2023-05-16,1.32,9410-2823,-25.2677777777778,-65.2372222222222
213296,2023-05-17,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213297,2023-05-18,1.33,9410-2823,-25.2677777777778,-65.2372222222222
213298,2023-05-19,1.3,9410-2823,-25.2677777777778,-65.2372222222222
213299,2023-05-20,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213300,2023-05-21,1.28,9410-2823,-25.2677777777778,-65.2372222222222
213301,2023-05-22,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213302,2023-05-23,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213303,2023-05-24,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213304,2023-05-25,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213305,2023-05-26,1.32,9410-2823,-25.2677777777778,-65.2372222222222
213306,2023-05-27,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213307,2023-05-28,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213308,2023-05-29,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213309,2023-05-30,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213310,2023-05-31,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213311,2023-06-01,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213312,2023-06-02,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213313,2023-06-03,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213314,2023-06-04,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213315,2023-06-05,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213316,2023-06-06,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213317,2023-06-07,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213318,2023-06-08,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213319,2023-06-09,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213320,2023-06-10,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213321,2023-06-11,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213322,2023-06-12,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213323,2023-06-13,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213324,2023-06-14,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213325,2023-06-15,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213326,2023-06-16,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213327,2023-06-17,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213328,2023-06-18,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213329,2023-06-19,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213330,2023-06-20,1.32,9410-2823,-25.2677777777778,-65.2372222222222
213331,2023-06-21,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213332,2023-06-22,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213333,2023-06-23,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213334,2023-06-24,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213335,2023-06-25,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213336,2023-06-26,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213337,2023-06-27,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213338,2023-06-28,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213339,2023-06-29,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213340,2023-06-30,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213341,2023-07-01,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213342,2023-07-02,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213343,2023-07-03,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213344,2023-07-04,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213345,2023-07-05,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213346,2023-07-06,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213347,2023-07-07,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213348,2023-07-08,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213349,2023-07-09,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213350,2023-07-10,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213351,2023-07-11,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213352,2023-07-12,1.44,9410-2823,-25.2677777777778,-65.2372222222222
213353,2023-07-13,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213354,2023-07-14,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213355,2023-07-15,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213356,2023-07-16,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213357,2023-07-17,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213358,2023-07-18,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213359,2023-07-19,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213360,2023-07-20,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213361,2023-07-21,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213362,2023-07-22,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213363,2023-07-23,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213364,2023-07-24,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213365,2023-07-25,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213366,2023-07-26,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213367,2023-07-27,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213368,2023-07-28,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213369,2023-07-29,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213370,2023-07-30,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213371,2023-07-31,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213372,2023-08-01,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213373,2023-08-02,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213374,2023-08-03,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213375,2023-08-04,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213376,2023-08-05,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213377,2023-08-06,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213378,2023-08-07,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213379,2023-08-08,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213380,2023-08-09,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213381,2023-08-10,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213382,2023-08-11,1.43,9410-2823,-25.2677777777778,-65.2372222222222
213383,2023-08-12,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213384,2023-08-13,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213385,2023-08-14,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213386,2023-08-15,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213387,2023-08-16,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213388,2023-08-17,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213389,2023-08-18,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213390,2023-08-19,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213391,2023-08-20,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213392,2023-08-21,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213393,2023-08-22,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213394,2023-08-23,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213395,2023-08-24,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213396,2023-08-25,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213397,2023-08-26,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213398,2023-08-27,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213399,2023-08-28,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213400,2023-08-29,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213401,2023-08-30,1.42,9410-2823,-25.2677777777778,-65.2372222222222
213402,2023-08-31,1.39,9410-2823,-25.2677777777778,-65.2372222222222
213403,2023-09-01,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213404,2023-09-02,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213405,2023-09-03,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213406,2023-09-04,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213407,2023-09-05,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213408,2023-09-06,1.41,9410-2823,-25.2677777777778,-65.2372222222222
213409,2023-09-07,1.4,9410-2823,-25.2677777777778,-65.2372222222222
213410,2023-09-08,1.38,9410-2823,-25.2677777777778,-65.2372222222222
213411,2023-09-09,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213412,2023-09-10,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213413,2023-09-11,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213414,2023-09-12,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213415,2023-09-13,1.36,9410-2823,-25.2677777777778,-65.2372222222222
213416,2023-09-14,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213417,2023-09-15,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213418,2023-09-16,1.35,9410-2823,-25.2677777777778,-65.2372222222222
213419,2023-09-17,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213420,2023-09-18,1.33,9410-2823,-25.2677777777778,-65.2372222222222
213421,2023-09-19,1.34,9410-2823,-25.2677777777778,-65.2372222222222
213422,2023-09-20,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213423,2023-09-21,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213424,2023-09-22,1.37,9410-2823,-25.2677777777778,-65.2372222222222
213425,2023-09-23,1.32,9410-2823,-25.2677777777778,-65.2372222222222
