Dia,MAE,RMSE,Error_Porcentual,Deterioro_vs_Dia1
1,0.04702993372738045,0.07313513038723958,3.7031443879827126,0.0
2,0.07155198013595256,0.09896405631051151,5.634014183933272,52.14135863069602
3,0.0879998579043992,0.11700944323935589,6.9291226696377315,87.11456923267231
4,0.09984945511162588,0.12880117869743607,7.862161819813061,112.31043124667286
5,0.11084846933318677,0.13938128012726478,8.728225931746989,135.69769410211117
6,0.11986541201306884,0.14885670780980945,9.438221418351878,154.87046762152707
7,0.12736158791792945,0.15633523551571263,10.028471489600745,170.80962660123964
